,polymer,mean(ni),Median(ni),mean(nid),Median(nid)
448,PU,0.037218605,0.036184612,-0.408218186,-0.422698587
449,PU,0.034433115,0.0334474,-0.40945249,-0.425585339
450,ABS,0.258896861,0.258499664,-0.007295779,-0.00690117
451,ABS,0.229675286,0.22909609,-0.0237808,-0.021835153
452,ABS,0.253092412,0.252758194,-0.009211159,-0.008563382
453,ABS,0.227209624,0.226664073,-0.026190631,-0.024022253
454,ABS,0.246410942,0.245986694,-0.012261878,-0.011402487
455,ABS,0.201273258,0.200665324,-0.065696243,-0.061306296
456,ABS,0.254430977,0.253940823,-0.008718306,-0.008196876
457,ABS,0.188286975,0.18916331,-0.097766923,-0.092349096
458,ABS,0.286627864,0.286234206,-0.001948336,-0.001571803
459,ABS,0.311565192,0.3125,-0.000137605,0
460,ABS,0.147449919,0.14683666,-0.230745206,-0.236633374
461,ABS,0.245047524,0.244584707,-0.012923302,-0.011961209
462,ABS,0.167481445,0.166817356,-0.160327889,-0.160315031
463,ABS,0.305252373,0.305633126,4.22E-05,0
464,ABS,0.279070627,0.278699719,-0.002824876,-0.002620175
465,ABS,0.297929357,0.298413371,-0.000764506,-3.21E-05
466,ABS,0.260607464,0.260178234,-0.006687501,-0.006294914
467,ABS,0.311505432,0.3125,-0.000143709,0
468,ABS,0.304046387,0.304402811,-6.79E-05,0
469,ABS,0.311529264,0.3125,-0.000146222,0
470,ABS,0.209766923,0.209220305,-0.049389133,-0.045532351
471,ABS,0.162903997,0.162248978,-0.176164854,-0.177536858
472,ABS,0.218706969,0.218109092,-0.035991658,-0.033037699
473,ABS,0.180858393,0.180293597,-0.117625732,-0.114354625
474,ABS,0.201734084,0.201390161,-0.064693643,-0.060196276
475,ABS,0.217119857,0.216516358,-0.037987471,-0.034873795
476,ABS,0.262615544,0.262104773,-0.006150336,-0.005817807
477,ABS,0.27153308,0.271146158,-0.004037383,-0.003883632
478,ABS,0.224673804,0.224060383,-0.02866324,-0.026272676
479,ABS,0.23345278,0.23309223,-0.020602068,-0.018909854
480,ABS,0.20737841,0.206816899,-0.053433463,-0.049416941
481,ABS,0.219112587,0.218576421,-0.03532097,-0.032425198
482,ABS,0.237295609,0.2367641,-0.017591271,-0.016181103
483,ABS,0.197277295,0.196621498,-0.074143144,-0.069724816
484,ABS,0.307021116,0.307378456,0.000230685,0
485,ABS,0.232385147,0.231833303,-0.021370924,-0.019645384
486,ABS,0.292390286,0.2920329,-0.001175896,-0.000658003
487,ABS,0.259634429,0.259138665,-0.006984018,-0.006584378
488,ABS,0.210962747,0.210317097,-0.047151477,-0.043482139
489,ABS,0.289031291,0.288790209,-0.001556142,-0.001171875
490,ABS,0.206673949,0.206034838,-0.054723107,-0.050713154
491,ABS,0.21949324,0.2190056,-0.034812813,-0.03191811
492,ABS,0.305989855,0.30647241,0.000270217,0
493,ABS,0.209962986,0.209458738,-0.049214509,-0.045427513
494,ABS,0.265677709,0.265318852,-0.005340828,-0.005107473
495,ABS,0.251941323,0.251508805,-0.009618376,-0.008997549
496,ABS,0.179927052,0.17932079,-0.120753343,-0.117735052
497,ABS,0.241369791,0.240903299,-0.014877557,-0.013743323
498,ABS,0.25103936,0.251861686,-0.010346138,-0.009641312
499,ABS,0.239494525,0.238919535,-0.016081443,-0.014821234
500,PE-LD,0.003661429,0.003181652,-0.148696901,-0.173785839
501,PE-LD,0.003723996,0.003242691,-0.16030842,-0.187070706
502,PE-LD,0.003626786,0.00315571,-0.154434565,-0.180555555
503,PE-LD,0.003902147,0.003453275,-0.18988049,-0.219079689
504,PE-LD,0.003747807,0.003294574,-0.170912619,-0.198162352
505,PE-LD,0.004274024,0.003431911,-0.173743914,-0.202213279
506,PE-LD,0.003574494,0.003120613,-0.143899497,-0.167999999
507,PE-LD,0.003806441,0.003347983,-0.179985456,-0.208643604
508,PE-LD,0.003703119,0.003251846,-0.161008134,-0.187020144
509,PE-LD,0.00363639,0.003187756,-0.159961729,-0.186024911
510,PE-LD,0.00434326,0.003456327,-0.175554172,-0.204913094
511,PE-LD,0.003785665,0.003334249,-0.173851021,-0.201409573
512,PE-LD,0.003597126,0.003143502,-0.14993203,-0.174761688
513,PE-LD,0.003713001,0.003261002,-0.162995865,-0.189401373
514,PE-LD,0.003701187,0.00325032,-0.15887365,-0.18459069
515,PE-LD,0.00384252,0.003393762,-0.176034813,-0.203486396
516,PE-LD,0.003713889,0.003262528,-0.159981807,-0.185922974
517,PE-LD,0.003715769,0.003264054,-0.164073923,-0.190414784
518,PE-LD,0.004074455,0.003662333,-0.173619673,-0.201537616
519,PE-LD,0.00356214,0.003109931,-0.148087053,-0.172638436
520,PE-LD,0.00390201,0.003451749,-0.173679665,-0.200601052
521,PE-LD,0.00359445,0.003143502,-0.151276783,-0.176384301
522,PE-LD,0.003683565,0.003230483,-0.163440272,-0.189954925
523,PE-LD,0.003575416,0.003125191,-0.156309612,-0.182288671
524,PE-LD,0.003750018,0.003300678,-0.168669461,-0.195670451
525,PE-LD,0.00380529,0.003355613,-0.171280691,-0.198237885
526,PE-LD,0.00438603,0.003601294,-0.191974788,-0.223739495
527,PE-LD,0.00589509,0.00394006,-0.188534383,-0.214145382
528,PE-LD,0.003880802,0.003299152,-0.164554361,-0.192248051
529,PE-LD,0.003743761,0.003293048,-0.164958679,-0.191616766
530,PE-LD,0.003892811,0.003422755,-0.16459771,-0.190919673
531,PE-LD,0.003750295,0.003285418,-0.164989396,-0.191988612
532,PE-LD,0.004553329,0.003570775,-0.177101609,-0.204656402
533,PE-LD,0.004746003,0.003743209,-0.186561626,-0.217232945
534,PE-LD,0.003905222,0.003448697,-0.18563277,-0.21448276
535,PE-LD,0.003762462,0.003311359,-0.166837656,-0.193595341
536,PE-LD,0.0036906,0.003238113,-0.162288703,-0.18863121
537,PE-LD,0.003808691,0.003357138,-0.173433514,-0.200927267
538,PE-LD,0.00379988,0.003349509,-0.171471828,-0.198584348
539,PE-LD,0.003935857,0.003491424,-0.183358717,-0.211614933
540,PE-LD,0.003722028,0.003270158,-0.162452104,-0.188799277
541,PE-LD,0.003790032,0.003334249,-0.165179627,-0.191516709
542,PE-LD,0.003827105,0.003337301,-0.169898903,-0.198107939
543,PE-LD,0.003732376,0.00328084,-0.163309115,-0.189706762
544,PE-LD,0.003844943,0.003393762,-0.173110101,-0.200262855
545,PE-LD,0.003877383,0.003425807,-0.174016643,-0.201335877
546,PE-LD,0.003772025,0.003320515,-0.16773034,-0.194406225
547,PE-LD,0.003733299,0.003282366,-0.164591909,-0.191011235
548,PE-LD,0.003623402,0.003174022,-0.153397698,-0.17860907
549,PE-LD,0.003657203,0.003204541,-0.155654453,-0.181247181
550,SAN,0.021324064,0.02042361,-0.414209063,-0.436194168
551,SAN,0.021431194,0.020594519,-0.414561984,-0.436112776
552,SAN,0.023635227,0.022779711,-0.42354415,-0.443305026
553,SAN,0.022122469,0.021247635,-0.416132606,-0.437155118
554,SAN,0.023129523,0.0222914,-0.418651508,-0.438844497
555,SAN,0.021491595,0.02064335,-0.412378149,-0.433858642
556,SAN,0.021377091,0.020521272,-0.410595241,-0.432373895
557,SAN,0.020975896,0.020142831,-0.40664635,-0.428648664
558,SAN,0.023325162,0.022462308,-0.420991889,-0.440667858
559,SAN,0.022017782,0.021174388,-0.41391964,-0.435002812
560,SAN,0.02055262,0.019715559,-0.405554465,-0.428064971
561,SAN,0.022240378,0.021357505,-0.414626266,-0.435414661
562,SAN,0.02259723,0.021723738,-0.416151732,-0.436577299
563,SAN,0.020329607,0.019428676,-0.404001591,-0.426662442
564,SAN,0.021260635,0.020417506,-0.408680282,-0.430410551
565,SAN,0.022205118,0.021406336,-0.417160292,-0.438290447
566,SAN,0.022128433,0.021241531,-0.413206794,-0.433851341
567,SAN,0.019466871,0.01855582,-0.400942451,-0.424534802
568,SAN,0.020195055,0.019306598,-0.40407171,-0.426722941
569,SAN,0.021161921,0.02031374,-0.409458656,-0.431462759
570,SAN,0.021274828,0.020386987,-0.409599385,-0.431402928
571,SAN,0.021267977,0.02039309,-0.409936531,-0.431686977
572,SAN,0.020884786,0.020039065,-0.408038045,-0.430290526
573,SAN,0.020507612,0.019605689,-0.406420227,-0.429005468
574,SAN,0.020922435,0.020032961,-0.406690743,-0.42866104
575,SAN,0.024018764,0.023176463,-0.421405842,-0.440697019
576,SAN,0.023245506,0.022425685,-0.415231419,-0.434945244
577,SAN,0.019457452,0.018543612,-0.399572203,-0.423220972
578,SAN,0.020957703,0.020075688,-0.408855666,-0.430950727
579,SAN,0.022016047,0.02116218,-0.414013719,-0.434918647
580,SAN,0.018001468,0.017084783,-0.384721783,-0.40961743
581,SAN,0.020513375,0.019599585,-0.4040447,-0.426430138
582,SAN,0.021716353,0.020838674,-0.412010967,-0.432967031
583,SAN,0.019006587,0.018098028,-0.39913402,-0.423355039
584,SAN,0.023190903,0.022328023,-0.417505767,-0.437448686
585,SAN,0.025281064,0.024439968,-0.425609792,-0.443842544
586,SAN,0.020801905,0.019923091,-0.405199138,-0.427307204
587,SAN,0.022806634,0.021717634,-0.412134659,-0.432362869
588,SAN,0.021957042,0.021064518,-0.414247566,-0.43536778
589,SAN,0.02539117,0.02453763,-0.424535316,-0.442524431
590,SAN,0.022790835,0.021980101,-0.415630441,-0.43595876
591,SAN,0.020443152,0.019575169,-0.404281241,-0.426738688
592,SAN,0.018380402,0.017475432,-0.388281892,-0.412851119
593,SAN,0.021921503,0.021076726,-0.405175053,-0.425653366
594,SAN,0.022518234,0.021619972,-0.415724958,-0.436128483
595,SAN,0.02174139,0.020588415,-0.409280162,-0.430651871
596,SAN,0.019911566,0.019050235,-0.399841921,-0.422848218
597,SAN,0.021974483,0.021088934,-0.412715299,-0.433724608
598,SAN,0.022721141,0.021888543,-0.41506801,-0.435231648
599,SAN,0.022204815,0.021369713,-0.414496687,-0.435234632
