,polymer,mean(ni),median(ni),standard_deviation(ni),variance(ni),iqr(ni),range(ni),mean(nid),median(nid),standard_deviation(nid),variance(nid),iqr(nid),range(nid)
444,PU,0.030157326,0.029050693,0.0042064,1.77E-05,0.00371002,0.08693272,-0.420814911,-0.441980435,0.127970977,0.016376571,0.142990019,1.414901212
445,PU,0.039606672,0.038559406,0.004250053,1.81E-05,0.003805393,0.091501099,-0.437297857,-0.454408059,0.111041016,0.012330107,0.128433629,1.297392925
446,PU,0.034017577,0.032999145,0.004244572,1.80E-05,0.003748169,0.092311771,-0.426868615,-0.44599153,0.11960417,0.014305157,0.135450896,1.348211431
447,PU,0.029042443,0.027915751,0.004234477,1.79E-05,0.003738632,0.087047168,-0.415292827,-0.437184334,0.131347735,0.017252228,0.146718151,1.421489304
448,PU,0.036652819,0.03562191,0.004209668,1.77E-05,0.00371002,0.090184948,-0.434963093,-0.453161153,0.115443855,0.013327284,0.132017917,1.299168915
449,PU,0.033827678,0.032837011,0.004281325,1.83E-05,0.003853079,0.090690426,-0.433204684,-0.452873562,0.12060621,0.014545858,0.13668931,1.329033782
450,ABS,0.254797845,0.254389077,0.005960334,3.55E-05,0.006485381,0.147885766,-0.010165693,-0.009484473,0.047771507,0.002282117,0.061237075,0.631801594
451,ABS,0.225208209,0.22460401,0.005892991,3.47E-05,0.005751007,0.165281847,-0.0333135,-0.030643001,0.065717215,0.004318752,0.086698595,0.759886165
452,ABS,0.248147641,0.247789248,0.006089211,3.71E-05,0.006456769,0.151290591,-0.013506675,-0.012480024,0.051470807,0.002649244,0.066670845,0.656812919
453,ABS,0.222260357,0.221695126,0.00596295,3.56E-05,0.005808231,0.165882699,-0.037305337,-0.034312051,0.067902853,0.004610798,0.089807925,0.75898374
454,ABS,0.241261137,0.240817463,0.006008314,3.61E-05,0.006351859,0.153980117,-0.017875186,-0.016488808,0.055389927,0.003068044,0.07222329,0.69124669
455,ABS,0.198639132,0.198023485,0.005965552,3.56E-05,0.005274141,0.182487182,-0.081577685,-0.077010704,0.087300357,0.007621352,0.119385165,0.803310675
456,ABS,0.248615743,0.248113517,0.005937707,3.53E-05,0.006494919,0.151424113,-0.013184726,-0.012231123,0.051151571,0.002616483,0.066254881,0.664332904
457,ABS,0.185152533,0.18598738,0.008945214,8.00E-05,0.010395685,0.195143212,-0.120074965,-0.114745278,0.101443505,0.010290785,0.141334418,0.853202742
458,ABS,0.277609287,0.27716421,0.005801984,3.37E-05,0.006771501,0.134581197,-0.00359378,-0.003276031,0.035198944,0.001238966,0.041930417,0.583130036
459,ABS,0.311279131,0.3125,0.002721365,7.41E-06,0.001630883,0.105025026,2.75E-05,0,0.007678251,5.90E-05,0,0.463120199
460,ABS,0.146392454,0.145778017,0.004565429,2.08E-05,0.004177348,0.12390893,-0.256455181,-0.262026563,0.113396971,0.012858873,0.157495052,0.981921525
461,ABS,0.239372559,0.238890924,0.005980654,3.58E-05,0.006323247,0.157642449,-0.019371457,-0.017837191,0.056546247,0.003197478,0.073843708,0.720965397
462,ABS,0.16558343,0.164909891,0.004942483,2.44E-05,0.004425319,0.160570408,-0.184717636,-0.185440733,0.11019573,0.012143099,0.155371972,0.919213346
463,ABS,0.297781227,0.297793444,0.005533538,3.06E-05,0.006943173,0.122688152,-0.000827373,-0.00030009,0.022954253,0.000526898,0.025899682,0.541282755
464,ABS,0.271727347,0.271308292,0.005913761,3.50E-05,0.006771501,0.137375633,-0.004794109,-0.004480609,0.038455111,0.001478796,0.046923415,0.595403619
465,ABS,0.28866993,0.288971419,0.006037864,3.65E-05,0.006504456,0.127351904,-0.001914756,-0.001000017,0.028863303,0.00083309,0.032974126,0.56657817
466,ABS,0.253852592,0.253387658,0.005933917,3.52E-05,0.006494919,0.148934872,-0.010533057,-0.009783408,0.048285505,0.00233149,0.061977665,0.653667076
467,ABS,0.311544688,0.3125,0.002264897,5.13E-06,0.000762986,0.088906946,-0.000143319,0,0.007017645,4.92E-05,0,0.366608918
468,ABS,0.294961452,0.294951321,0.00575196,3.31E-05,0.00709577,0.125778246,-0.001095554,-0.000619235,0.024909118,0.000620464,0.027655561,0.548333585
469,ABS,0.311566157,0.3125,0.002305612,5.32E-06,0.00067715,0.091968428,-0.000133195,0,0.006923045,4.79E-05,0,0.391706668
470,ABS,0.206823451,0.206254196,0.006062791,3.68E-05,0.005541186,0.175639382,-0.062903635,-0.058552371,0.080219252,0.006435128,0.108256686,0.785325134
471,ABS,0.161084448,0.160427348,0.004838949,2.34E-05,0.00438717,0.152978697,-0.20141855,-0.203332836,0.111716178,0.012480504,0.15720653,0.945865524
472,ABS,0.214841811,0.214236938,0.00589151,3.47E-05,0.005340902,0.172816334,-0.048172151,-0.044550606,0.073524187,0.005405806,0.098058893,0.787909666
473,ABS,0.177999008,0.177413325,0.005450536,2.97E-05,0.004673289,0.185624962,-0.141233719,-0.138809595,0.103667342,0.010746918,0.145847353,0.86742137
474,ABS,0.198683809,0.198309604,0.006211947,3.86E-05,0.005388589,0.181991241,-0.081526653,-0.076733437,0.087454309,0.007648256,0.119500998,0.807978075
475,ABS,0.213264747,0.212653742,0.005976604,3.57E-05,0.005636559,0.171662318,-0.050616956,-0.046802657,0.074815103,0.0055973,0.09997005,0.78449824
476,ABS,0.25600283,0.255476332,0.005948037,3.54E-05,0.00670474,0.145501434,-0.009557073,-0.008921708,0.047077566,0.002216297,0.060322917,0.627620396
477,ABS,0.264685701,0.264288821,0.005932115,3.52E-05,0.006647516,0.142125221,-0.006481862,-0.006083999,0.042363365,0.001794655,0.053101585,0.609230166
478,ABS,0.220406764,0.219778124,0.005852334,3.42E-05,0.005541186,0.16880112,-0.039432272,-0.036275588,0.06923603,0.004793628,0.091736704,0.766526179
479,ABS,0.229200369,0.228809971,0.006154403,3.79E-05,0.006428157,0.163622352,-0.028581788,-0.026298241,0.062973088,0.00396561,0.08285961,0.747158407
480,ABS,0.203439618,0.202868446,0.006035549,3.64E-05,0.005350439,0.178147699,-0.07012149,-0.06560879,0.083167085,0.006916764,0.11279965,0.795656778
481,ABS,0.215136451,0.214589819,0.00590517,3.49E-05,0.005274141,0.170947018,-0.047413834,-0.043816683,0.073266709,0.005368011,0.097553461,0.780187604
482,ABS,0.231810494,0.231261063,0.005789105,3.35E-05,0.005541186,0.16131432,-0.025811729,-0.023791776,0.061206848,0.003746278,0.080378412,0.731768182
483,ABS,0.194860652,0.194208555,0.005808444,3.37E-05,0.004997558,0.184718916,-0.090841819,-0.086394157,0.090418542,0.008175513,0.124475092,0.812733197
484,ABS,0.300952476,0.30091215,0.005129783,2.63E-05,0.00652353,0.117452161,-0.000575192,0,0.020420491,0.000416996,0.023945709,0.524971057
485,ABS,0.228280505,0.227713178,0.005875257,3.45E-05,0.005827306,0.163889398,-0.029575382,-0.027199062,0.063654637,0.004051913,0.08370215,0.750201509
486,ABS,0.28416677,0.283735427,0.005677794,3.22E-05,0.006657053,0.130022355,-0.002450049,-0.002032314,0.031494499,0.000991903,0.036119336,0.57516934
487,ABS,0.254834328,0.254322316,0.005904839,3.49E-05,0.006475844,0.147599646,-0.010211246,-0.009505738,0.047709326,0.00227618,0.061198207,0.635764846
488,ABS,0.207591127,0.206940884,0.005890905,3.47E-05,0.005083394,0.177623146,-0.061347748,-0.057160611,0.079495295,0.006319502,0.107068038,0.796928585
489,ABS,0.279245237,0.278938152,0.00585166,3.42E-05,0.006723814,0.132902628,-0.003232499,-0.002925026,0.034296479,0.001176248,0.040257589,0.582507268
490,ABS,0.202864809,0.202219908,0.005897067,3.48E-05,0.004997558,0.179063282,-0.071436913,-0.066978267,0.083484199,0.006969611,0.113341581,0.790132683
491,ABS,0.215360085,0.214856864,0.00594604,3.54E-05,0.005445813,0.171214063,-0.047135943,-0.043448319,0.073201085,0.005358399,0.097437995,0.776863445
492,ABS,0.296610577,0.296648965,0.005649127,3.19E-05,0.006962247,0.122115913,-0.00087526,-0.000381522,0.023744168,0.000563786,0.026625642,0.54165248
493,ABS,0.206652117,0.206149286,0.00609985,3.72E-05,0.005569798,0.175372337,-0.063519653,-0.059186509,0.080471923,0.00647573,0.108517329,0.789514061
494,ABS,0.258902448,0.258518739,0.005981714,3.58E-05,0.006599829,0.145797091,-0.008514496,-0.007972465,0.045496311,0.002069914,0.057857439,0.622971129
495,ABS,0.246072845,0.245624275,0.006059167,3.67E-05,0.006742889,0.152482757,-0.014517903,-0.013458505,0.052613734,0.002768205,0.068399813,0.664707707
496,ABS,0.177355902,0.176755249,0.005324093,2.83E-05,0.004644677,0.182277361,-0.1439193,-0.141743528,0.104095436,0.01083586,0.146540601,0.873461727
497,ABS,0.23572228,0.235247665,0.005960147,3.55E-05,0.006170649,0.160417811,-0.022208317,-0.020448367,0.058785235,0.003455704,0.076975881,0.723473773
498,ABS,0.245664973,0.246420642,0.007309193,5.34E-05,0.008745727,0.154065953,-0.015393642,-0.014173288,0.053001487,0.002809158,0.068451489,0.675183677
499,ABS,0.234364445,0.233778917,0.005836937,3.41E-05,0.005874992,0.159902796,-0.023362297,-0.021497496,0.059605778,0.003552849,0.078107363,0.723771851
500,PE-LD,0.00360319,0.003131295,0.001694361,2.87E-06,0.001580907,0.029986877,-0.14779044,-0.17260841,0.287623681,0.082727382,0.381523462,1.790120539
501,PE-LD,0.003698454,0.003218275,0.001709981,2.92E-06,0.001550388,0.029671,-0.15898216,-0.185525559,0.277405874,0.076954019,0.361606117,1.779488777
502,PE-LD,0.003622854,0.003151132,0.001675037,2.81E-06,0.001558017,0.029512299,-0.15152073,-0.17714899,0.281490599,0.079236957,0.36938526,1.776996469
503,PE-LD,0.003893046,0.003442593,0.001632878,2.67E-06,0.001499268,0.029596228,-0.190210098,-0.219512194,0.264561467,0.06999277,0.339026158,1.741304855
504,PE-LD,0.003724283,0.003271684,0.001635316,2.67E-06,0.001504608,0.029522981,-0.17019605,-0.197400803,0.273304586,0.074695396,0.354115119,1.75350414
505,PE-LD,0.004232486,0.003402918,0.002945463,8.68E-06,0.001704511,0.03721388,-0.173568999,-0.202813164,0.264687692,0.070059574,0.334692817,1.758631489
506,PE-LD,0.003545875,0.003094671,0.001632914,2.67E-06,0.001501556,0.029405481,-0.142836575,-0.166782006,0.282865739,0.080013026,0.371083811,1.778747919
507,PE-LD,0.003782336,0.003325093,0.001644234,2.70E-06,0.001513764,0.029455838,-0.178345219,-0.206644518,0.270986853,0.073433874,0.350495097,1.756027123
508,PE-LD,0.003670845,0.003221327,0.001630913,2.66E-06,0.001501556,0.02948178,-0.160612284,-0.186653267,0.275199217,0.075734609,0.35753612,1.770900828
509,PE-LD,0.003652422,0.003198437,0.001641532,2.69E-06,0.001513764,0.029403955,-0.15685049,-0.182490751,0.277717112,0.077126794,0.362074127,1.774469795
510,PE-LD,0.004313359,0.003439541,0.003044547,9.27E-06,0.001774705,0.035954953,-0.174833234,-0.20462762,0.264497448,0.0699589,0.334819124,1.757500821
511,PE-LD,0.003741213,0.003293048,0.001622118,2.63E-06,0.001487823,0.029390222,-0.173457787,-0.201040424,0.270795112,0.073329993,0.349545204,1.751212435
512,PE-LD,0.003585343,0.003131295,0.001638127,2.68E-06,0.00150766,0.029524507,-0.148490095,-0.173006134,0.281390615,0.079180678,0.368473429,1.777092818
513,PE-LD,0.003694014,0.003241165,0.001638691,2.69E-06,0.001510712,0.029468046,-0.163237122,-0.189453124,0.274999642,0.075624803,0.357104245,1.764330356
514,PE-LD,0.003681395,0.003230483,0.00163842,2.68E-06,0.001512238,0.029449734,-0.15899902,-0.184705882,0.275450543,0.075873001,0.357966368,1.767564096
515,PE-LD,0.003832393,0.003381554,0.001633182,2.67E-06,0.001500031,0.029518403,-0.17722291,-0.205083105,0.266887682,0.071229035,0.342788869,1.747931164
516,PE-LD,0.003683048,0.003233535,0.001629058,2.65E-06,0.001498505,0.0292773,-0.159499925,-0.185378589,0.274545799,0.075375396,0.35605732,1.767857273
517,PE-LD,0.003693415,0.003242691,0.001636651,2.68E-06,0.00150766,0.029330709,-0.162955555,-0.189365165,0.274931457,0.075587306,0.356951839,1.76764877
518,PE-LD,0.004044194,0.003631813,0.001702632,2.90E-06,0.0017274,0.029362754,-0.175635952,-0.204272362,0.259210531,0.067190099,0.327623549,1.756857752
519,PE-LD,0.003552367,0.003099249,0.001639891,2.69E-06,0.001509186,0.029480254,-0.145730457,-0.169889863,0.283548863,0.080399958,0.372382159,1.779805851
520,PE-LD,0.003871573,0.003421229,0.001635716,2.68E-06,0.00150766,0.029347494,-0.174643023,-0.201787994,0.264559158,0.069991548,0.338856017,1.744156771
521,PE-LD,0.003591374,0.003138924,0.001636938,2.68E-06,0.001506134,0.029590124,-0.148909707,-0.173544209,0.280859313,0.078881954,0.36763131,1.77806621
522,PE-LD,0.003657837,0.003206067,0.001635389,2.67E-06,0.001504608,0.029396325,-0.163306573,-0.189819266,0.276989053,0.076722936,0.360770319,1.768645798
523,PE-LD,0.003580976,0.003128243,0.00163745,2.68E-06,0.001506134,0.029570286,-0.153834867,-0.179300291,0.281909885,0.079473183,0.369644204,1.780863938
524,PE-LD,0.003729771,0.00328084,0.001644209,2.70E-06,0.00153055,0.029486358,-0.166904609,-0.193617054,0.272715322,0.074373647,0.352699056,1.769105974
525,PE-LD,0.003790249,0.003338827,0.001633106,2.67E-06,0.001500031,0.029297137,-0.170469017,-0.197530863,0.269071771,0.072399618,0.346506386,1.753272437
526,PE-LD,0.004348888,0.003575352,0.002553481,6.52E-06,0.00182964,0.036788134,-0.193168504,-0.226525253,0.258678619,0.066914628,0.32484375,1.747068986
527,PE-LD,0.005820714,0.00390954,0.005825759,3.39E-05,0.002118049,0.046201856,-0.193263384,-0.221288515,0.243874765,0.059474901,0.300273814,1.727749256
528,PE-LD,0.00385741,0.00328084,0.002129311,4.53E-06,0.001576329,0.033896417,-0.163015648,-0.190511219,0.273376071,0.074734476,0.353686203,1.753214365
529,PE-LD,0.003722597,0.003271684,0.001642873,2.70E-06,0.001524446,0.029321553,-0.16393077,-0.190756905,0.273580431,0.074846252,0.354574035,1.771736459
530,PE-LD,0.003855404,0.003386132,0.001705711,2.91E-06,0.001583959,0.030374474,-0.162953686,-0.189096115,0.2755542,0.075930117,0.359067003,1.761543097
531,PE-LD,0.003728442,0.003264054,0.001665391,2.77E-06,0.001541232,0.029391748,-0.162468136,-0.188937909,0.274490221,0.075344882,0.356491722,1.76506602
532,PE-LD,0.004485525,0.003523469,0.003621464,1.31E-05,0.001698407,0.045716596,-0.179597312,-0.207868852,0.258927751,0.06704358,0.326230957,1.731964097
533,PE-LD,0.004701388,0.003715742,0.003189943,1.02E-05,0.00194714,0.035817616,-0.187826877,-0.219144489,0.252321058,0.063665916,0.311293905,1.721797035
534,PE-LD,0.003863876,0.003409022,0.001637505,2.68E-06,0.001512238,0.029326131,-0.18531926,-0.214321232,0.265750512,0.070623335,0.340926158,1.74855393
535,PE-LD,0.003739844,0.003286944,0.00163865,2.69E-06,0.001510712,0.029310871,-0.166104084,-0.192728809,0.272506494,0.074259789,0.352638098,1.757436357
536,PE-LD,0.003642239,0.003193859,0.001628761,2.65E-06,0.001501556,0.029213209,-0.160347548,-0.186560565,0.276728741,0.076578796,0.360157362,1.769255777
537,PE-LD,0.003782494,0.003331197,0.001634905,2.67E-06,0.001503082,0.029400903,-0.172724566,-0.20008874,0.269916166,0.072854737,0.348131843,1.745913659
538,PE-LD,0.003774721,0.003322041,0.001637525,2.68E-06,0.00150766,0.029503144,-0.170408675,-0.197621545,0.270537124,0.073190336,0.349106245,1.750746887
539,PE-LD,0.003910384,0.003465483,0.001642346,2.70E-06,0.001521394,0.029771715,-0.182782966,-0.210895583,0.263006398,0.069172365,0.335751245,1.738119144
540,PE-LD,0.003702511,0.00325032,0.001635291,2.67E-06,0.001503082,0.029529085,-0.162807375,-0.189030981,0.274253619,0.075215047,0.35577271,1.76516029
541,PE-LD,0.003763089,0.003306781,0.001642739,2.70E-06,0.001519868,0.029303241,-0.16445919,-0.190819671,0.271121691,0.073506971,0.35025497,1.753308991
542,PE-LD,0.00378553,0.003302204,0.001722578,2.97E-06,0.001585485,0.03023561,-0.169686864,-0.197444831,0.274015841,0.075084681,0.35739766,1.761920623
543,PE-LD,0.003706372,0.003254898,0.001635563,2.68E-06,0.001503082,0.029501618,-0.161654394,-0.187806396,0.2738211,0.074977995,0.355003577,1.761722768
544,PE-LD,0.003806975,0.003357138,0.001628625,2.65E-06,0.001496979,0.029335287,-0.173277172,-0.20046216,0.267163695,0.07137644,0.343011499,1.749552306
545,PE-LD,0.003864274,0.003410548,0.001642726,2.70E-06,0.001524446,0.029492462,-0.175174674,-0.202823354,0.265408226,0.070441526,0.340248826,1.74891228
546,PE-LD,0.003741336,0.003289996,0.00163389,2.67E-06,0.001504608,0.029338339,-0.167776562,-0.194623027,0.271510657,0.073718037,0.350529749,1.753603149
547,PE-LD,0.003712666,0.003259476,0.001634769,2.67E-06,0.001503082,0.029294085,-0.162596294,-0.188700564,0.273457955,0.074779253,0.354349881,1.761211409
548,PE-LD,0.003621485,0.003169444,0.001638601,2.69E-06,0.00150766,0.029498566,-0.152425971,-0.177479892,0.279047572,0.077867547,0.364339965,1.771346352
549,PE-LD,0.003635758,0.003183178,0.00163971,2.69E-06,0.001510712,0.029443631,-0.154069708,-0.179307828,0.278389607,0.077500773,0.363243724,1.774375653
550,SAN,0.021019994,0.020124519,0.003313748,1.10E-05,0.002923762,0.06908991,-0.433613516,-0.458319623,0.13973226,0.019525105,0.156549102,1.450363766
551,SAN,0.021197163,0.020350363,0.003384726,1.15E-05,0.003027529,0.069474455,-0.434198883,-0.458741719,0.139174465,0.019369532,0.155846827,1.469263702
552,SAN,0.023290812,0.022443997,0.003305651,1.09E-05,0.00293597,0.069407312,-0.445316561,-0.467929393,0.130943428,0.017146181,0.147827331,1.401514068
553,SAN,0.021728754,0.020856986,0.003330217,1.11E-05,0.002923762,0.068876274,-0.437054251,-0.461208242,0.136695915,0.018685773,0.153550808,1.424981083
554,SAN,0.022700146,0.021864127,0.00332188,1.10E-05,0.00293597,0.070060428,-0.440615732,-0.463764351,0.133439919,0.017806212,0.150621918,1.405783941
555,SAN,0.021279231,0.02042361,0.003359067,1.13E-05,0.003027529,0.069395105,-0.432931837,-0.457411503,0.139179468,0.019370924,0.156266863,1.429836187
556,SAN,0.021001994,0.020148935,0.003350779,1.12E-05,0.002990905,0.067307575,-0.430387296,-0.454960834,0.139777303,0.019537694,0.156781142,1.44992929
557,SAN,0.020650698,0.019807117,0.003395306,1.15E-05,0.003015321,0.068778612,-0.426688425,-0.451710341,0.141726649,0.020086443,0.159052141,1.455688068
558,SAN,0.022987299,0.022114387,0.003302625,1.09E-05,0.002911555,0.070145883,-0.440703583,-0.463615022,0.132600164,0.017582803,0.149920765,1.433491042
559,SAN,0.021605092,0.020759324,0.003317935,1.10E-05,0.00293597,0.068265885,-0.435522924,-0.459678521,0.137233678,0.018833082,0.154198291,1.427536632
560,SAN,0.020299881,0.019453092,0.003367468,1.13E-05,0.003009217,0.068534456,-0.425703425,-0.451175126,0.14327103,0.020526588,0.16075253,1.467568797
561,SAN,0.021840664,0.020960752,0.003318897,1.10E-05,0.00293597,0.069108222,-0.435280372,-0.459154928,0.136675445,0.018680177,0.153777606,1.426082445
562,SAN,0.022238871,0.021357505,0.003319144,1.10E-05,0.00293597,0.06952939,-0.437234033,-0.460754941,0.135387292,0.018329719,0.152688286,1.422318794
563,SAN,0.020022208,0.019117378,0.003340167,1.12E-05,0.002972594,0.068113288,-0.423300555,-0.448850653,0.144147363,0.020778462,0.161375061,1.472120282
564,SAN,0.020878268,0.020039065,0.003364653,1.13E-05,0.002972594,0.066355368,-0.429985455,-0.454657617,0.14026525,0.01967434,0.157439969,1.450298212
565,SAN,0.021903522,0.021101141,0.003389801,1.15E-05,0.00304584,0.07191601,-0.437435633,-0.461380339,0.136770569,0.018706188,0.154160188,1.425142202
566,SAN,0.021760205,0.020869194,0.003317767,1.10E-05,0.00293597,0.070463285,-0.433984782,-0.457864331,0.136841554,0.018725611,0.15384471,1.423398971
567,SAN,0.019297394,0.018384911,0.003335358,1.11E-05,0.002954282,0.068418483,-0.419924255,-0.44619105,0.14762076,0.021791889,0.165247402,1.486814159
568,SAN,0.019913695,0.019019716,0.003366244,1.13E-05,0.003015321,0.068784716,-0.423458076,-0.449149735,0.144680523,0.020932454,0.161890599,1.464940733
569,SAN,0.020919949,0.02006348,0.0033603,1.13E-05,0.003009217,0.069236404,-0.430998659,-0.455908902,0.140733194,0.019805832,0.157899189,1.438530849
570,SAN,0.020975229,0.020094,0.003319205,1.10E-05,0.002942074,0.068748093,-0.430485434,-0.455057957,0.139950671,0.01958619,0.157241775,1.465478258
571,SAN,0.020903099,0.020032961,0.003348947,1.12E-05,0.003003113,0.068119392,-0.430713431,-0.455289671,0.140211038,0.019659135,0.157508612,1.466871549
572,SAN,0.020646424,0.019794909,0.003357698,1.13E-05,0.002972594,0.068290301,-0.428350162,-0.453477606,0.141810891,0.020110329,0.159251713,1.442027287
573,SAN,0.02024296,0.019343222,0.003368842,1.13E-05,0.003027529,0.06802173,-0.426093024,-0.451452462,0.143500755,0.020592467,0.160989043,1.468058399
574,SAN,0.020631448,0.019746078,0.003325266,1.11E-05,0.002948178,0.068467314,-0.427940243,-0.452888501,0.141335295,0.019975666,0.15837852,1.448296259
575,SAN,0.023575504,0.02273088,0.003334904,1.11E-05,0.00296649,0.069608741,-0.443178637,-0.465595731,0.130860597,0.017124496,0.148450875,1.373143687
576,SAN,0.022815202,0.022004517,0.00339284,1.15E-05,0.003015321,0.072611854,-0.43803978,-0.460971111,0.132837287,0.017645745,0.149952804,1.38521225
577,SAN,0.019202341,0.018293353,0.003314617,1.10E-05,0.002923762,0.067588354,-0.419363303,-0.445702109,0.147724154,0.021822426,0.165277578,1.488572898
578,SAN,0.020704829,0.019819325,0.00332432,1.11E-05,0.00293597,0.069224196,-0.429452871,-0.454436637,0.141498843,0.020021922,0.158828709,1.448429166
579,SAN,0.021681295,0.020814259,0.003336809,1.11E-05,0.00296649,0.068577184,-0.43452267,-0.458608768,0.137519814,0.018911699,0.15479388,1.431395002
580,SAN,0.017857847,0.01693829,0.003378448,1.14E-05,0.002997009,0.069126534,-0.40351036,-0.430985938,0.154749133,0.023947294,0.17269533,1.524140337
581,SAN,0.020108638,0.019202832,0.003316502,1.10E-05,0.002954282,0.067246536,-0.425230212,-0.450423031,0.142784559,0.02038743,0.159859361,1.446019535
582,SAN,0.021391954,0.02050296,0.003334482,1.11E-05,0.002978697,0.068693158,-0.431542139,-0.45571361,0.138310055,0.019129671,0.155608315,1.451068923
583,SAN,0.018888526,0.017982055,0.003349386,1.12E-05,0.002960386,0.068247574,-0.418283459,-0.445078458,0.149818277,0.022445516,0.167727185,1.488953436
584,SAN,0.022728009,0.021870231,0.00331313,1.10E-05,0.002923762,0.073228346,-0.440135964,-0.463235292,0.133352276,0.017782829,0.150678314,1.406569159
585,SAN,0.024852828,0.024006592,0.003321497,1.10E-05,0.002954282,0.071366661,-0.44732136,-0.468822787,0.12709114,0.016152158,0.144905283,1.370785072
586,SAN,0.020510303,0.019630104,0.003342704,1.12E-05,0.002978697,0.069022768,-0.425374771,-0.450396214,0.142155327,0.020208137,0.159339349,1.443667535
587,SAN,0.022471227,0.021400232,0.003919223,1.54E-05,0.003180126,0.068851859,-0.433127253,-0.456393616,0.134769252,0.018162751,0.15212396,1.424372068
588,SAN,0.02162115,0.020728804,0.003295084,1.09E-05,0.002911555,0.068937313,-0.43633483,-0.460355059,0.137322582,0.018857491,0.154510688,1.43137818
589,SAN,0.024934076,0.024079839,0.003329606,1.11E-05,0.002984801,0.070457181,-0.446456403,-0.467852619,0.126637595,0.01603708,0.144513743,1.373889606
590,SAN,0.022406287,0.021589452,0.003389993,1.15E-05,0.002948178,0.072434841,-0.436714871,-0.460225645,0.1352295,0.018287018,0.152644743,1.420705187
591,SAN,0.020128036,0.019257767,0.00333706,1.11E-05,0.00296649,0.068009522,-0.425175342,-0.450511944,0.143502847,0.020593067,0.160756257,1.462023409
592,SAN,0.018141118,0.01723738,0.003322823,1.10E-05,0.002923762,0.068577184,-0.40859988,-0.435843792,0.152856176,0.023365011,0.170684841,1.508287511
593,SAN,0.021636269,0.020783739,0.003326282,1.11E-05,0.002948178,0.069034975,-0.427696386,-0.451431962,0.136906405,0.018743364,0.153876753,1.437806754
594,SAN,0.022103155,0.021204908,0.00331538,1.10E-05,0.00293597,0.0687603,-0.436546816,-0.460166467,0.13579146,0.018439321,0.152983815,1.423991503
595,SAN,0.021309112,0.020179454,0.004927025,2.43E-05,0.002997009,0.118470366,-0.430179096,-0.45454547,0.139223436,0.019383165,0.156629653,1.445691021
596,SAN,0.019653551,0.018787768,0.003356696,1.13E-05,0.002978697,0.068632119,-0.419816943,-0.445676931,0.145894314,0.021285151,0.163426818,1.464347674
597,SAN,0.021620122,0.020734908,0.003325582,1.11E-05,0.002942074,0.068925105,-0.433587906,-0.457577529,0.137654855,0.018948859,0.154928946,1.444960752
598,SAN,0.022299778,0.021461271,0.0033543,1.13E-05,0.00296649,0.069303546,-0.436570885,-0.460010453,0.134912043,0.018201259,0.152160223,1.407686918
599,SAN,0.021867155,0.021027895,0.003364726,1.13E-05,0.002990905,0.07235549,-0.435098093,-0.458987256,0.136724417,0.018693566,0.154056338,1.433216364
