,polymer,mean(nid),Median(nid),IQR(nid),Range(nid)
451,ABS,0.00123465,0.00044828,0.06441134,0.512094877
452,ABS,-0.000762557,-0.000514038,0.034865275,0.43244703
453,ABS,-0.000263209,-0.000918139,0.051867289,0.469019093
454,ABS,-0.000602465,-0.00116234,0.044208985,0.453675632
455,ABS,0.009655534,0.008906745,0.085383159,0.641442105
456,ABS,-0.000463286,-0.000257599,0.02905809,0.423283532
457,ABS,0.012544622,0.011486538,0.088367584,0.681578946
458,ABS,-0.000146508,0,0,0.331837307
459,ABS,-0.000161979,0,0,0.16367995
460,ABS,0.024647631,0.026381829,0.099044672,0.785575222
461,ABS,-0.000508954,-0.000866027,0.04259936,0.45736971
462,ABS,0.023660265,0.0242721,0.096886745,0.739008326
463,ABS,-0.00015757,0,0,0.270168045
464,ABS,0.00010561,0,0,0.362748717
465,ABS,-0.000131473,0,0,0.283618707
466,ABS,-0.000191562,0,0.026247422,0.420652267
467,ABS,-0.000171432,0,0,0.126966626
468,ABS,-0.000154384,0,0,0.259738278
469,ABS,-0.000171988,0,0,0.128171229
470,ABS,0.006520539,0.005569385,0.080200904,0.592954113
471,ABS,0.024248411,0.025082667,0.097212623,0.738861833
472,ABS,0.002120151,0.001328333,0.068731211,0.544443884
473,ABS,0.015184307,0.014678853,0.091596104,0.700756529
474,ABS,0.008090826,0.007172743,0.08299649,0.62237968
475,ABS,0.002180619,0.001334956,0.068557637,0.533870177
476,ABS,0.000309148,0,0.014200414,0.389999018
477,ABS,0.000386887,0,0.004466868,0.382763974
478,ABS,0.000569944,-0.000114451,0.060663815,0.500025233
479,ABS,0.000281778,-0.00036049,0.057992077,0.501268106
480,ABS,0.003521325,0.002631899,0.073582444,0.560633629
481,ABS,0.001487155,0.000726383,0.066452232,0.533734599
482,ABS,-0.000487625,-0.000940433,0.047481611,0.467509199
483,ABS,0.011094527,0.010406055,0.087300964,0.664228301
484,ABS,-0.000146251,0,0,0.279016063
485,ABS,0.000388101,-0.000334959,0.059194329,0.493558052
486,ABS,-0.00011888,0,0,0.326949576
487,ABS,-0.00046265,-0.000355527,0.030159526,0.425566724
488,ABS,0.004686434,0.003826189,0.076889699,0.573109438
489,ABS,-0.000146818,0,0,0.30578427
490,ABS,0.004017837,0.003156487,0.075177628,0.565976806
491,ABS,0.001375809,0.000500597,0.065450759,0.52228022
492,ABS,-0.000163343,0,0,0.253450088
493,ABS,0.004455772,0.003624681,0.076057438,0.576172537
494,ABS,0.000355144,0,0.017602204,0.39985315
495,ABS,-0.000562487,-0.000329446,0.030601656,0.427085538
496,ABS,0.017550969,0.017318421,0.093476414,0.724836263
497,ABS,-0.000611927,-0.000894892,0.036812815,0.4356487
498,ABS,-0.00037829,-0.000717126,0.030063071,0.417347788
499,ABS,-0.000492709,-0.000934288,0.045379661,0.463104502
500,PE-LD,-0.037158356,-0.044389335,0.376448566,1.783672879
501,PE-LD,-0.031083452,-0.036018827,0.331663323,1.73953065
502,PE-LD,-0.031151799,-0.036353145,0.345211596,1.754665749
503,PE-LD,-0.033356184,-0.038588668,0.30818011,1.715291562
504,PE-LD,-0.032680805,-0.03812869,0.329537621,1.734692263
505,PE-LD,-0.027491922,-0.029555564,0.304925457,1.725562589
506,PE-LD,-0.028780081,-0.033806957,0.353202392,1.766403803
507,PE-LD,-0.033797685,-0.038770287,0.316370681,1.725886652
508,PE-LD,-0.029313021,-0.034139844,0.329134359,1.73949323
509,PE-LD,-0.03006081,-0.03507109,0.338752617,1.747358851
510,PE-LD,-0.028208404,-0.031898549,0.300899239,1.741859062
511,PE-LD,-0.032464974,-0.037656904,0.322917497,1.724925205
512,PE-LD,-0.031053901,-0.036525194,0.349408208,1.761393598
513,PE-LD,-0.030883283,-0.036054923,0.333773635,1.748906533
514,PE-LD,-0.028208317,-0.032650802,0.329818306,1.745187972
515,PE-LD,-0.028998903,-0.03362761,0.308697226,1.711295605
516,PE-LD,-0.028408249,-0.033269032,0.333313198,1.746001216
517,PE-LD,-0.030460292,-0.03527074,0.32647463,1.733727578
518,PE-LD,-0.02279314,-0.025396241,0.297157436,1.731594512
519,PE-LD,-0.029612797,-0.034799486,0.351961647,1.759454543
520,PE-LD,-0.025702192,-0.029630655,0.306955126,1.70957562
521,PE-LD,-0.028932642,-0.033908057,0.343385876,1.75150753
522,PE-LD,-0.032111023,-0.0375,0.334833526,1.738415967
523,PE-LD,-0.033478251,-0.039274924,0.349083967,1.756306964
524,PE-LD,-0.0307475,-0.03601108,0.324139224,1.74055439
525,PE-LD,-0.028530019,-0.032903553,0.317523997,1.727501407
526,PE-LD,-0.028974516,-0.02787068,0.293790185,1.719493299
527,PE-LD,-0.021996573,-0.017179528,0.261749577,1.708664558
528,PE-LD,-0.028583254,-0.033591731,0.319681887,1.739408133
529,PE-LD,-0.028407113,-0.032350143,0.320492574,1.727264887
530,PE-LD,-0.034772863,-0.040629096,0.346174756,1.732225732
531,PE-LD,-0.032613182,-0.037528059,0.32595968,1.732868056
532,PE-LD,-0.027198556,-0.03036239,0.289539924,1.708744483
533,PE-LD,-0.025936463,-0.029079241,0.275167306,1.708919818
534,PE-LD,-0.034446019,-0.039959534,0.311175699,1.711412605
535,PE-LD,-0.030191654,-0.035323801,0.322752126,1.725979981
536,PE-LD,-0.031260823,-0.036378452,0.326620931,1.733516537
537,PE-LD,-0.030077997,-0.034451288,0.315553894,1.717126982
538,PE-LD,-0.03020129,-0.035069075,0.313183439,1.720079833
539,PE-LD,-0.031262599,-0.036498864,0.302523822,1.709091824
540,PE-LD,-0.03105967,-0.036373516,0.335955813,1.740969684
541,PE-LD,-0.028285661,-0.033333333,0.316304099,1.726094605
542,PE-LD,-0.029532991,-0.032815198,0.315357469,1.730592446
543,PE-LD,-0.029436068,-0.034267913,0.325838969,1.744447702
544,PE-LD,-0.027728002,-0.032154341,0.313308085,1.716788195
545,PE-LD,-0.026665574,-0.031089499,0.31220701,1.724917807
546,PE-LD,-0.029006902,-0.033777185,0.322323867,1.730827759
547,PE-LD,-0.02846331,-0.033112583,0.322537529,1.726320016
548,PE-LD,-0.028524664,-0.033518368,0.343162611,1.752191269
549,PE-LD,-0.02913466,-0.034084344,0.335119431,1.746535827
550,SAN,-0.038526813,-0.038184265,0.151669141,1.359281567
551,SAN,-0.039821117,-0.039484287,0.152993222,1.360609598
552,SAN,-0.038952696,-0.038273825,0.147823568,1.31005656
553,SAN,-0.036893613,-0.036110047,0.148654349,1.318362719
554,SAN,-0.037159811,-0.036327933,0.146007092,1.273280061
555,SAN,-0.0362548,-0.035852179,0.152679879,1.349706221
556,SAN,-0.035124954,-0.034625204,0.150060854,1.338846956
557,SAN,-0.03499498,-0.034428589,0.151294732,1.350084567
558,SAN,-0.036793631,-0.035785469,0.145602664,1.298818203
559,SAN,-0.035714341,-0.03493095,0.148219183,1.32605525
560,SAN,-0.035194412,-0.034846266,0.155093722,1.386701183
561,SAN,-0.035591517,-0.034810126,0.147920493,1.314858108
562,SAN,-0.034819225,-0.033823909,0.147304528,1.304383178
563,SAN,-0.035255509,-0.034890597,0.153900449,1.377024224
564,SAN,-0.035869693,-0.035313901,0.15068334,1.381002413
565,SAN,-0.03891107,-0.038245052,0.150294101,1.331318556
566,SAN,-0.035171718,-0.034306195,0.148641179,1.319330365
567,SAN,-0.037493994,-0.037730496,0.161296651,1.430783821
568,SAN,-0.035586824,-0.035215543,0.155684255,1.380927706
569,SAN,-0.036763858,-0.036521739,0.154529718,1.369518693
570,SAN,-0.035987428,-0.035598705,0.153377827,1.374920424
571,SAN,-0.035870135,-0.035511941,0.151605646,1.367060161
572,SAN,-0.035899991,-0.035652674,0.154964447,1.374735925
573,SAN,-0.036297943,-0.036046511,0.154884737,1.380426025
574,SAN,-0.034999226,-0.034626866,0.154418229,1.372526622
575,SAN,-0.035457929,-0.034252669,0.143403234,1.249537148
576,SAN,-0.033262175,-0.032067206,0.145711348,1.275056527
577,SAN,-0.035673069,-0.035656137,0.158655704,1.404975373
578,SAN,-0.036050648,-0.035595106,0.153713184,1.377515535
579,SAN,-0.03505469,-0.034190056,0.148764239,1.315602139
580,SAN,-0.032897333,-0.033322652,0.166088264,1.468246156
581,SAN,-0.034447658,-0.034053525,0.152814853,1.358465615
582,SAN,-0.035023971,-0.034285082,0.149822922,1.335171893
583,SAN,-0.038297815,-0.038737446,0.162396416,1.453309548
584,SAN,-0.034241681,-0.033100233,0.144980915,1.287198715
585,SAN,-0.036391956,-0.035076393,0.14207776,1.254894327
586,SAN,-0.03373328,-0.033314668,0.154369269,1.366776107
587,SAN,-0.035947273,-0.034983853,0.146952006,1.329080686
588,SAN,-0.036864787,-0.036344201,0.151199024,1.346342575
589,SAN,-0.03513079,-0.033577271,0.140466843,1.227527746
590,SAN,-0.034478858,-0.033625057,0.145867396,1.299956401
591,SAN,-0.034655584,-0.034183906,0.153710399,1.373840637
592,SAN,-0.032248635,-0.032356416,0.162380891,1.452079957
593,SAN,-0.02860113,-0.027638852,0.149540804,1.331554835
594,SAN,-0.035476269,-0.034381499,0.145863024,1.303365494
595,SAN,-0.034035549,-0.033274066,0.149605924,1.334536066
596,SAN,-0.033191342,-0.032924287,0.156388976,1.396900366
597,SAN,-0.035595979,-0.034807396,0.149524513,1.35003057
598,SAN,-0.034299098,-0.033222591,0.146621941,1.313668432
599,SAN,-0.037201803,-0.03652968,0.148220315,1.306932563
